cohort,split,filename,image_path,expected,result,confidence,strict_correct,roi_count,ocr_token_count,elapsed_ms,reason,regions_json,distance_to_suspicious,distance_to_tampered
fixed_regression,fixed_regression,p (29).jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/tampered/p (29).jpg,篡改,篡改,0.66,True,2,11,472.7,全局UI布局异常,"[{""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [365, 205, 325, 45], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [365, 205, 690, 250], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [72, 204, 280, 46], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [72, 204, 352, 250], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 2}]",0.11,0.01
fixed_regression,fixed_regression,no (6).jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/normal/no (6).jpg,正常,正常,0.10772467256866744,True,1,48,1701.5,未检出明显篡改痕迹,"[{""result"": ""正常"", ""confidence"": 0.10772467256866744, ""bbox"": [389, 982, 106, 24], ""reason"": ""未检出明显篡改痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 1, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [389, 982, 495, 1006], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}]",-0.442275,-0.542275
fixed_regression,fixed_regression,no (7).jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/normal/no (7).jpg,正常,正常,0.10772467256866744,True,1,48,1459.2,未检出明显篡改痕迹,"[{""result"": ""正常"", ""confidence"": 0.10772467256866744, ""bbox"": [389, 982, 106, 24], ""reason"": ""未检出明显篡改痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 1, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [389, 982, 495, 1006], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}]",-0.442275,-0.542275
fixed_regression,fixed_regression,p (40).jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/tampered/p (40).jpg,篡改,篡改,0.6969896473479569,True,4,37,845.7,全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,"[{""result"": ""篡改"", ""confidence"": 0.6692092643400445, ""bbox"": [34, 356, 327, 84], ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 4, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [34, 356, 361, 440], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""篡改"", ""confidence"": 0.6759922612591724, ""bbox"": [268, 691, 342, 36], ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 4, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [268, 691, 610, 727], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 2}, {""result"": ""篡改"", ""confidence"": 0.6787934581252415, ""bbox"": [269, 796, 343, 35], ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 4, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [269, 796, 612, 831], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 3}, {""result"": ""篡改"", ""confidence"": 0.6969896473479569, ""bbox"": [270, 1002, 217, 43], ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 4, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [270, 1002, 487, 1045], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 4}]",0.14699,0.04699
fixed_regression,fixed_regression,p (30).jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/tampered/p (30).jpg,篡改,篡改,0.6858326669565599,True,2,28,676.2,全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,"[{""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [350, 451, 515, 131], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [350, 451, 865, 582], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""篡改"", ""confidence"": 0.6858326669565599, ""bbox"": [556, 1577, 440, 53], ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [556, 1577, 996, 1630], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 2}]",0.135833,0.035833
fixed_regression,fixed_regression,no (10).jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/normal/no (10).jpg,正常,正常,0.14012169015511836,True,2,57,1632.8,未检出明显篡改痕迹,"[{""result"": ""正常"", ""confidence"": 0.0, ""bbox"": [804, 463, 149, 21], ""reason"": ""未检出明显篡改痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [804, 463, 953, 484], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""正常"", ""confidence"": 0.14012169015511836, ""bbox"": [277, 680, 141, 21], ""reason"": ""未检出明显篡改痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [277, 680, 418, 701], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 2}]",-0.409878,-0.509878
fixed_regression,fixed_regression,no (2).jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/normal/no (2).jpg,正常,正常,0.13881034822450347,True,3,64,1813.9,未检出明显篡改痕迹,"[{""result"": ""正常"", ""confidence"": 0.0, ""bbox"": [295, 2556, 877, 54], ""reason"": ""未检出明显篡改痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [295, 2556, 1172, 2610], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""正常"", ""confidence"": 0.059865445082809804, ""bbox"": [324, 831, 164, 25], ""reason"": ""未检出明显篡改痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [324, 831, 488, 856], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 2}, {""result"": ""正常"", ""confidence"": 0.13881034822450347, ""bbox"": [715, 682, 123, 23], ""reason"": ""未检出明显篡改痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 3, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [715, 682, 838, 705], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 3}]",-0.41119,-0.51119
fixed_regression,fixed_regression,no (9).jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/normal/no (9).jpg,正常,正常,0.14012169015511836,True,2,57,1961.2,未检出明显篡改痕迹,"[{""result"": ""正常"", ""confidence"": 0.0, ""bbox"": [804, 463, 149, 21], ""reason"": ""未检出明显篡改痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [804, 463, 953, 484], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""正常"", ""confidence"": 0.14012169015511836, ""bbox"": [277, 680, 141, 21], ""reason"": ""未检出明显篡改痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 2, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [277, 680, 418, 701], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 2}]",-0.409878,-0.509878
fixed_regression,fixed_regression,p (4).jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/tampered/p (4).jpg,篡改,篡改,0.66,True,6,37,1588.5,全局UI布局异常；局部字体风格异常,"[{""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [115, 353, 941, 79], ""reason"": ""全局UI布局异常；局部字体风格异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [115, 353, 1056, 432], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [595, 2191, 497, 70], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [595, 2191, 1092, 2261], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 2}, {""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [119, 434, 465, 69], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [119, 434, 584, 503], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 3}, {""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [119, 2191, 444, 68], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [119, 2191, 563, 2259], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 4}, {""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [470, 1019, 324, 92], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [470, 1019, 794, 1111], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 5}, {""result"": ""篡改"", ""confidence"": 0.66, ""bbox"": [116, 1341, 200, 55], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [116, 1341, 316, 1396], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 6}]",0.11,0.01
fixed_regression,fixed_regression,p (13).jpg,/home/quyu/PD_new/PD_max/app/ai_detection/images/tampered/p (13).jpg,篡改,可疑,0.6338657201905842,False,6,32,1325.5,全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,"[{""result"": ""正常"", ""confidence"": 0.3505590925733152, ""bbox"": [333, 484, 607, 132], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [333, 484, 940, 616], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 1}, {""result"": ""可疑"", ""confidence"": 0.6338657201905842, ""bbox"": [782, 822, 448, 54], ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [782, 822, 1230, 876], ""field_type"": ""time"", ""field_label"": ""时间"", ""region_no"": 2}, {""result"": ""正常"", ""confidence"": 0.338519438241984, ""bbox"": [460, 624, 358, 64], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [460, 624, 818, 688], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 3}, {""result"": ""可疑"", ""confidence"": 0.5871245026113712, ""bbox"": [983, 1861, 248, 62], ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [983, 1861, 1231, 1923], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 4}, {""result"": ""可疑"", ""confidence"": 0.5833977680813288, ""bbox"": [987, 1473, 243, 58], ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [987, 1473, 1230, 1531], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 5}, {""result"": ""正常"", ""confidence"": 0.36377533165621845, ""bbox"": [1059, 1603, 171, 55], ""reason"": ""全局UI布局异常"", ""bbox_overlap_check"": {""max_iou"": 0.0, ""risk_max_iou"": 0.0, ""overlapping_pairs"": [], ""box_count"": 6, ""anomalies"": []}, ""hard_tamper_flags"": {""bbox_iou"": false}, ""original_bbox"": [1059, 1603, 1230, 1658], ""field_type"": ""amount"", ""field_label"": ""金额"", ""region_no"": 6}]",0.083866,-0.016134
